"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 01 14:30:36 GMT 2024","Sun Sep 01 14:30:37 GMT 2024","426","","pet_api_test","","","","test_pet_operations",""
